host_common_name	host_subject_id	sample_type	collection_timestamp	SampleID	latitude	longitude	study	Plant_ID	Site	Age	Compartment	From	Experiment	Cultivar	LatinName
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.U429A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.U427A62	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.U427A61	-88.20727	40.11059	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS9	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS8	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS7	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS5	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS4	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS2	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS11	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.LBS1	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M37W	Rhizosphere	2010-07-01T00:00:00Z	1792.L32A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M37W	Rhizosphere	2010-07-01T00:00:00Z	1792.L32A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki11	Rhizosphere	2010-07-01T00:00:00Z	1792.L31A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki11	Rhizosphere	2010-07-01T00:00:00Z	1792.L31A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki11	Rhizosphere	2010-07-01T00:00:00Z	1792.L31A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML247	Rhizosphere	2010-07-01T00:00:00Z	1792.L30A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML247	Rhizosphere	2010-07-01T00:00:00Z	1792.L30A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML247	Rhizosphere	2010-07-01T00:00:00Z	1792.L30A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh43	Rhizosphere	2010-07-01T00:00:00Z	1792.L29A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh43	Rhizosphere	2010-07-01T00:00:00Z	1792.L29A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh43	Rhizosphere	2010-07-01T00:00:00Z	1792.L29A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.L27A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.L27A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.L27A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tx303	Rhizosphere	2010-07-01T00:00:00Z	1792.L26A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tx303	Rhizosphere	2010-07-01T00:00:00Z	1792.L26A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tx303	Rhizosphere	2010-07-01T00:00:00Z	1792.L26A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.L25A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.L25A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.L25A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML228	Rhizosphere	2010-07-01T00:00:00Z	1792.L24A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML228	Rhizosphere	2010-07-01T00:00:00Z	1792.L24A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML228	Rhizosphere	2010-07-01T00:00:00Z	1792.L24A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.L23A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.L23A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.L22A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.L22A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.L22A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh7B	Rhizosphere	2010-07-01T00:00:00Z	1792.L21A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh7B	Rhizosphere	2010-07-01T00:00:00Z	1792.L21A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh7B	Rhizosphere	2010-07-01T00:00:00Z	1792.L21A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC358	Rhizosphere	2010-07-01T00:00:00Z	1792.L20A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC358	Rhizosphere	2010-07-01T00:00:00Z	1792.L20A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC358	Rhizosphere	2010-07-01T00:00:00Z	1792.L20A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.L19A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.L19A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.L19A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Hp301	Rhizosphere	2010-07-01T00:00:00Z	1792.L18A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Hp301	Rhizosphere	2010-07-01T00:00:00Z	1792.L18A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Hp301	Rhizosphere	2010-07-01T00:00:00Z	1792.L18A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.L17A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.L17A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML103	Rhizosphere	2010-07-01T00:00:00Z	1792.L16A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML103	Rhizosphere	2010-07-01T00:00:00Z	1792.L16A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML103	Rhizosphere	2010-07-01T00:00:00Z	1792.L16A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.L15A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.L15A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.L14A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.L14A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.L14A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.L13A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.L13A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.L13A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.L12A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.L12A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC350	Rhizosphere	2010-07-01T00:00:00Z	1792.L11A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC350	Rhizosphere	2010-07-01T00:00:00Z	1792.L11A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC350	Rhizosphere	2010-07-01T00:00:00Z	1792.L11A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML277	Rhizosphere	2010-07-01T00:00:00Z	1792.L10A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML277	Rhizosphere	2010-07-01T00:00:00Z	1792.L10A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML277	Rhizosphere	2010-07-01T00:00:00Z	1792.L10A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M162W	Rhizosphere	2010-07-01T00:00:00Z	1792.L09A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M162W	Rhizosphere	2010-07-01T00:00:00Z	1792.L09A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M162W	Rhizosphere	2010-07-01T00:00:00Z	1792.L09A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Il14H	Rhizosphere	2010-07-01T00:00:00Z	1792.L08A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Il14H	Rhizosphere	2010-07-01T00:00:00Z	1792.L08A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Il14H	Rhizosphere	2010-07-01T00:00:00Z	1792.L08A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML52	Rhizosphere	2010-07-01T00:00:00Z	1792.L07A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML52	Rhizosphere	2010-07-01T00:00:00Z	1792.L07A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML52	Rhizosphere	2010-07-01T00:00:00Z	1792.L07A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.L06A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.L06A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo18W	Rhizosphere	2010-07-01T00:00:00Z	1792.L05A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo18W	Rhizosphere	2010-07-01T00:00:00Z	1792.L05A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo18W	Rhizosphere	2010-07-01T00:00:00Z	1792.L05A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	MS71	Rhizosphere	2010-07-01T00:00:00Z	1792.L04A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	MS71	Rhizosphere	2010-07-01T00:00:00Z	1792.L04A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	MS71	Rhizosphere	2010-07-01T00:00:00Z	1792.L04A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki3	Rhizosphere	2010-07-01T00:00:00Z	1792.L03A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki3	Rhizosphere	2010-07-01T00:00:00Z	1792.L03A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki3	Rhizosphere	2010-07-01T00:00:00Z	1792.L03A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ky21	Rhizosphere	2010-07-01T00:00:00Z	1792.L02A096	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ky21	Rhizosphere	2010-07-01T00:00:00Z	1792.L02A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ky21	Rhizosphere	2010-07-01T00:00:00Z	1792.L02A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.L01A095	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.L01A094	42.48424	-76.47994	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS8	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS6	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS5	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS4	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS34	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS28	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS25	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS2	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS17	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS15	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS14	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS11	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Bulk Soil	Bulk Soil	2010-07-01T00:00:00Z	1792.IBS1	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML103	Rhizosphere	2010-07-01T00:00:00Z	1792.I32A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML103	Rhizosphere	2010-07-01T00:00:00Z	1792.I32A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML103	Rhizosphere	2010-07-01T00:00:00Z	1792.I32A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.I30A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.I30A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tzi8	Rhizosphere	2010-07-01T00:00:00Z	1792.I30A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.I29A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.I29A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML322	Rhizosphere	2010-07-01T00:00:00Z	1792.I29A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.I28A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.I28A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML228	Rhizosphere	2010-07-01T00:00:00Z	1792.I27A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML228	Rhizosphere	2010-07-01T00:00:00Z	1792.I27A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML228	Rhizosphere	2010-07-01T00:00:00Z	1792.I27A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.I26A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.I26A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML333	Rhizosphere	2010-07-01T00:00:00Z	1792.I26A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.I25A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.I25A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	P39	Rhizosphere	2010-07-01T00:00:00Z	1792.I25A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tx303	Rhizosphere	2010-07-01T00:00:00Z	1792.I24A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tx303	Rhizosphere	2010-07-01T00:00:00Z	1792.I24A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Tx303	Rhizosphere	2010-07-01T00:00:00Z	1792.I24A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.I23A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B73	Rhizosphere	2010-07-01T00:00:00Z	1792.I23A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh7B	Rhizosphere	2010-07-01T00:00:00Z	1792.I22A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh7B	Rhizosphere	2010-07-01T00:00:00Z	1792.I22A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Oh7B	Rhizosphere	2010-07-01T00:00:00Z	1792.I22A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC358	Rhizosphere	2010-07-01T00:00:00Z	1792.I21A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC358	Rhizosphere	2010-07-01T00:00:00Z	1792.I21A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	NC358	Rhizosphere	2010-07-01T00:00:00Z	1792.I21A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Hp301	Rhizosphere	2010-07-01T00:00:00Z	1792.I20A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Hp301	Rhizosphere	2010-07-01T00:00:00Z	1792.I20A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Hp301	Rhizosphere	2010-07-01T00:00:00Z	1792.I20A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.I19A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.I19A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML69	Rhizosphere	2010-07-01T00:00:00Z	1792.I19A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.I18A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.I18A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	B97	Rhizosphere	2010-07-01T00:00:00Z	1792.I18A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.I17A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Mo17	Rhizosphere	2010-07-01T00:00:00Z	1792.I17A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML247	Rhizosphere	2010-07-01T00:00:00Z	1792.I16A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML247	Rhizosphere	2010-07-01T00:00:00Z	1792.I16A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	CML247	Rhizosphere	2010-07-01T00:00:00Z	1792.I16A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki11	Rhizosphere	2010-07-01T00:00:00Z	1792.I15A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki11	Rhizosphere	2010-07-01T00:00:00Z	1792.I15A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	Ki11	Rhizosphere	2010-07-01T00:00:00Z	1792.I15A094	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M37W	Rhizosphere	2010-07-01T00:00:00Z	1792.I14A096	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
maize	M37W	Rhizosphere	2010-07-01T00:00:00Z	1792.I14A095	42.44396	-76.50188	maize_ley	NA	NA	NA	NA	NA	NA	NA	NA
