SampleID	host_common_name	study	Compartment	Experiment	MDS1	MDS2	MDS3	MDS4	MDS5
1642.MS00028	Rice	Rice_knight	soil	NA	0.9626091920074946	0.08644826479328191	0.10082632159819283	0.3489246929652052	-0.056867930917730326
1642.MS00029	Rice	Rice_knight	soil	NA	1.0340494421807078	-0.015173339815635485	0.1152346696859765	0.2763009645539058	-0.0172663371298389
1642.MS00030	Rice	Rice_knight	soil	NA	1.0335465173467546	0.009911376708915197	0.14051160466369703	0.17302993181337106	0.020817720144402488
1642.MS00031	Rice	Rice_knight	soil	NA	1.0265025101296188	-0.02330665849499528	0.1474409053181244	0.23001339307181984	-0.023308710225090422
1642.MS00032	Rice	Rice_knight	soil	NA	1.0066245234799163	0.044950875805125315	0.10214724820967512	0.21159431288761765	-0.06112905708028543
1642.MS00033	Rice	Rice_knight	soil	NA	1.007400879792076	0.01285055020682103	0.1124035495040994	0.2166005580249351	-0.06860484161637016
1642.MS00034	Rice	Rice_knight	soil	NA	1.001030060165018	0.009026553560249683	0.13807338417869341	0.25489173775406593	-0.10348059253209248
1642.MS00036	Rice	Rice_knight	soil	NA	0.9775745493817467	0.04357912465611912	0.08337448387580605	0.3446478087007388	-0.15400916027045575
1642.MS00037	Rice	Rice_knight	soil	NA	1.012545628593162	0.05183007747911525	0.02248916130062901	0.3329596412024463	-0.013951465710372663
1642.MS00038	Rice	Rice_knight	soil	NA	1.0346389923637807	0.021871410544950624	0.06070323047254565	0.2944965726702293	0.009996317501294172
1642.MS00039	Rice	Rice_knight	soil	NA	1.0220876255867621	0.03580091937517875	0.042373277334297244	0.2576428027192264	8.996130066611629e-4
1642.MS00040	Rice	Rice_knight	soil	NA	0.9667850721836089	0.04008051012971908	-0.0421456893601439	0.37611002901025586	-0.03666087866130137
1642.MS00041	Rice	Rice_knight	soil	NA	1.0054215319779725	0.014494684537745925	0.11990829548075896	0.22710875858273194	0.08061137764810926
1642.MS00042	Rice	Rice_knight	soil	NA	0.9828826852444935	0.05505298699989091	-0.010250789385719997	0.31199421365310853	0.030119507337949006
1642.MS00043	Rice	Rice_knight	soil	NA	1.0087125273592128	-0.002293171501282672	0.1179519164546287	0.19089221540908843	-0.011674290863129155
1642.MS00044	Rice	Rice_knight	soil	NA	1.0427578968328708	0.003963026845819783	0.10287214904087488	0.25507224441947163	0.017394268846547267
1642.MS00045	Rice	Rice_knight	soil	NA	1.0286092520330283	0.030993029037021776	0.024615827469423063	0.3325902809321245	0.015808622297572242
1642.MS00046	Rice	Rice_knight	soil	NA	1.0317396157959737	0.021697992996042376	0.14906890088388794	0.22555658067289805	-0.08067198859552126
1642.MS00047	Rice	Rice_knight	soil	NA	1.0066998652318198	0.05105267631728937	-0.030308479258934304	0.418270704405921	-0.11793448349323456
1642.MS00048	Rice	Rice_knight	soil	NA	1.0138061905400657	0.058494182294028856	0.12285185866281989	0.22842402453640082	0.048635043066986273
1642.MS00049	Rice	Rice_knight	soil	NA	0.9882512076795024	0.04100482894742878	0.15782084877997435	0.13392969681077022	0.04667575802573333
1642.MS00050	Rice	Rice_knight	soil	NA	0.9871128309027307	0.047654085670171806	0.20152648873928028	0.21654652438149025	-0.008919041326939775
1642.MS00051	Rice	Rice_knight	soil	NA	0.9982359523219159	0.022313574096453508	0.10608789659453668	0.26637108890201006	-0.03748325961842814
1642.MS00054	Rice	Rice_knight	soil	NA	1.0099446216393932	0.021272812594246945	0.036001216488513156	0.3196404736729012	-0.05647856887093125
1642.MS00057	Rice	Rice_knight	soil	NA	0.9448786548566461	0.057999020671479135	0.21018837982137234	0.21809473208730185	-0.0652884961207186
1642.MS00058	Rice	Rice_knight	soil	NA	0.9694976892451698	0.06604601590932561	0.14076059452195672	0.21597664921843615	-0.02351472832892605
1642.MS00059	Rice	Rice_knight	soil	NA	0.951175830997769	0.09433551399610972	0.1478962268527207	0.20199391022400084	-0.01313383113372036
1642.MS00060	Rice	Rice_knight	soil	NA	0.976858633710364	0.049118732279509886	0.1611411427034618	0.1642407123125184	-0.003648133343804632
1642.MS00061	Rice	Rice_knight	soil	NA	0.9891041607670992	0.0474898397760489	0.13344602013531598	0.24537643385511984	-0.08391872932829167
1642.MS00062	Rice	Rice_knight	soil	NA	0.9818645101864754	0.07840841129325132	0.0255764372642386	0.3484016998171165	0.025337443524151113
1642.MS00063	Rice	Rice_knight	soil	NA	1.0596073535915584	3.6644315470951813e-4	0.0722401521858478	0.2817570629510221	0.023245893136771327
1642.MS00064	Rice	Rice_knight	soil	NA	1.058545564459746	-0.018237848855907807	0.13514642913725824	0.22562870160592025	0.041048358276185144
1642.MS00065	Rice	Rice_knight	soil	NA	0.9437219840589901	0.07723438501911342	0.2030229318651244	0.16152758205754694	0.02210079626633252
1642.MS00066	Rice	Rice_knight	soil	NA	1.0061623289869248	-0.035417068491339375	0.11540818084188179	0.25034955164554085	-0.08554662119540798
1642.MS00067	Rice	Rice_knight	soil	NA	1.0087102460557724	-0.09405663047570767	-0.07416692786006247	0.41281341708012925	-0.08199751782975265
1642.MS00068	Rice	Rice_knight	soil	NA	0.9919817285422488	0.05103821238236488	0.08332781203023398	0.3297804766377478	-0.07786871735497712
1642.MS00069	Rice	Rice_knight	soil	NA	1.0248997222818483	0.014765530102341596	-0.04474710406856184	0.40645055872360514	-0.06800691565375785
1642.MS00070	Rice	Rice_knight	soil	NA	1.032488083552857	0.029939621560736512	0.11702797061537935	0.2926860718337976	-0.02587433703986116
1642.MS00071	Rice	Rice_knight	soil	NA	1.0442000887813119	0.004262206627855736	0.16210923517386855	0.20323707912380642	0.009563253649391078
1642.MS00072	Rice	Rice_knight	soil	NA	1.0224747299065955	-0.014715049151142644	0.15973654134728935	0.17040440724567105	-0.052278428240243
1642.MS00073	Rice	Rice_knight	soil	NA	1.0472767796769216	-0.06303181985426397	0.08249020382234626	0.3740448610575015	-0.08975967959194837
1642.MS00074	Rice	Rice_knight	soil	NA	1.0304308707956993	-0.025822523611723606	0.13952737531585796	0.2520131124967817	-0.06086819306897857
1642.MS00075	Rice	Rice_knight	soil	NA	1.0247396392590333	0.005583117583338786	0.08357364306867564	0.29540009490820895	-0.02994811531726886
1642.MS00076	Rice	Rice_knight	soil	NA	1.0508583391333022	-0.044740291058148716	0.1273766302144991	0.3071882459149791	-0.0832400996616276
1642.MS00077	Rice	Rice_knight	soil	NA	1.0545619203786063	-0.04011435399777533	0.03011340167852738	0.3681833920627997	-0.056231884025950876
1642.MS00078	Rice	Rice_knight	soil	NA	1.0501678720688874	0.012986977891726561	0.08992560335811324	0.3189702095314376	-0.024325673604287803
1642.MS00079	Rice	Rice_knight	soil	NA	1.0670142986867794	0.006971433738977826	0.020569089928848136	0.39218193774836463	-0.05667377574725898
1642.MS00080	Rice	Rice_knight	soil	NA	1.0602162290405	0.009926800122753914	0.0694337671397674	0.3582743337897888	-0.07628522548912535
1642.MS00081	Rice	Rice_knight	soil	NA	1.0455151680607482	0.014460420611884737	0.08466140920567845	0.29044056182331845	0.005170758448578135
1642.MS00082	Rice	Rice_knight	soil	NA	1.0349486926385876	-0.02841617847800917	0.07772627887406906	0.264706356547678	-0.060578225274262404
1642.MS00083	Rice	Rice_knight	soil	NA	1.0150458404758966	-0.0042824114584141286	0.11191548399195576	0.2922599570944069	-0.0671467132732251
1642.MS00084	Rice	Rice_knight	soil	NA	1.0275117682588784	0.016435826770679448	0.09970100670064536	0.28397892832381666	-0.03231861818450774
1642.MS00085	Rice	Rice_knight	soil	NA	1.0127920767128014	0.013571926970424015	0.12320830592162478	0.25215864813604044	-0.06159631590997118
1642.MS00086	Rice	Rice_knight	soil	NA	1.0286453678959062	0.0520133561014536	0.10467223176918182	0.31836246024538833	0.019968008639749957
1642.MS00087	Rice	Rice_knight	soil	NA	1.0283794644581294	0.02357514251354504	0.031247003655835704	0.332674246429799	-0.00533402330088449
1642.MS00088	Rice	Rice_knight	soil	NA	1.0150118271252342	-0.07226318335712055	0.16631132341959104	0.3437393237054743	-0.20324912935691924
1642.MS00089	Rice	Rice_knight	soil	NA	1.027598436292033	0.014262752361415356	0.13652163367619632	0.4069594083010367	-0.07994031231862556
1642.MS00090	Rice	Rice_knight	soil	NA	1.0604553995153834	-0.024484885826692546	0.12610415590516696	0.2886040646988865	-0.0323499148138619
1642.MS00091	Rice	Rice_knight	soil	NA	1.0302276536830808	-0.009062750351347704	0.1648826829601944	0.22312784383713727	-0.09122525068480737
1642.MS00092	Rice	Rice_knight	soil	NA	1.0072034361783369	-0.013868013482865257	0.027561765607209084	0.3894786003828659	-0.09847797905209565
1642.MS00093	Rice	Rice_knight	soil	NA	1.0522127750156094	-0.009424202757872724	0.1000759620499712	0.2595664412950421	-0.05273683879431615
1642.MS00094	Rice	Rice_knight	soil	NA	1.0393766020573862	-0.06524467212911444	-0.01160683941580399	0.41426067834821123	-0.13833916105815977
1642.MS00095	Rice	Rice_knight	soil	NA	1.0574252072005847	-0.01825240034473259	0.11972385822785193	0.2690073692856662	-0.03754725446754581
1642.MS00096	Rice	Rice_knight	soil	NA	1.0608726990932427	-0.022090744165377877	0.16023665740899684	0.22856006569172752	-0.013559301811008107
1642.MS00097	Rice	Rice_knight	soil	NA	1.0643488798893326	-0.02009759453102603	0.05955424851085086	0.28621523563278134	-0.02924975705564318
1642.MS00098	Rice	Rice_knight	soil	NA	1.0433087165144117	-0.0029166448340716745	0.10956859103614322	0.2142494726746006	0.029365784948701838
1642.MS00099	Rice	Rice_knight	soil	NA	1.0761056201701753	-0.026351979597431623	0.12626404777926084	0.29730843344851887	-0.06887803248118994
1642.MS00100	Rice	Rice_knight	soil	NA	0.9632125898176815	-0.019281107742996354	0.2879194396835022	0.10347188577329566	-0.012373185805255567
1642.MS00101	Rice	Rice_knight	soil	NA	1.058337797795193	-0.04452500485574423	0.1632795571902897	0.17536979452809054	0.03256065573659117
1642.MS00102	Rice	Rice_knight	soil	NA	1.0316157959255994	0.027839301177104443	0.04010091534209685	0.32933251889077186	-0.041855350751008435
1642.MS00103	Rice	Rice_knight	soil	NA	1.067178087060118	-0.05551868540852838	0.13728659479617442	0.2485062860661182	0.0028735300072338507
1642.MS00104	Rice	Rice_knight	soil	NA	1.045192288575147	-0.009549418297423477	0.021704992101123876	0.2946833569039201	0.05516514641793119
1642.MS00105	Rice	Rice_knight	soil	NA	1.0481969115023575	4.4471598986615436e-4	0.05131732206814875	0.25228150410593275	0.05614284933302167
1642.MS00106	Rice	Rice_knight	soil	NA	1.0655218848377668	-0.04624871929040844	0.11469138128585324	0.23652454904175574	0.024321185686037722
1642.MS00107	Rice	Rice_knight	soil	NA	1.0803519010531977	-0.04933581871677505	0.13164347885261313	0.3127935594852082	-0.0412867181962222
1642.MS00108	Rice	Rice_knight	soil	NA	1.060374139992163	-0.0046516563340545675	0.11820838886093796	0.27485610854664966	-0.0342897140539346
1642.MS00109	Rice	Rice_knight	soil	NA	1.0818733403753147	-0.04970685996747617	0.12943892890824557	0.3165682316326226	-0.041853935146216055
1642.MS00110	Rice	Rice_knight	soil	NA	1.063956861977905	-0.03468044435865904	0.14636880773056266	0.2897910347915941	-0.009027850227906581
1642.MS00111	Rice	Rice_knight	soil	NA	1.0677784407396231	-0.032689992543760815	0.10357513593225333	0.233598379719997	0.02963425746387353
1642.MS00112	Rice	Rice_knight	soil	NA	1.069467075906187	-0.042087655908024116	0.026123178615599176	0.374263327551927	-0.02452626349197173
1642.MS00113	Rice	Rice_knight	soil	NA	1.0446541274384635	-0.0373480408504774	-0.007022019056176319	0.4185925057936807	-0.036024703907112904
1642.MS00114	Rice	Rice_knight	soil	NA	1.0471318664751117	-0.026424760766150374	-0.03553406529495053	0.3897492131171414	-0.033744093704903146
1642.MS00115	Rice	Rice_knight	soil	NA	1.0534491810600188	-0.016742810605454413	0.17102587676862427	0.2500120060318136	-0.009214654941049833
1642.MS00116	Rice	Rice_knight	soil	NA	1.039007273110386	0.0026864188606746547	0.18530319129662123	0.16095004331236856	-0.022280781893105908
1642.MS00117	Rice	Rice_knight	soil	NA	1.0689013925744268	-0.020054810194622453	0.006101987738533639	0.36323224877169524	2.2331019793791305e-4
1642.MS00118	Rice	Rice_knight	soil	NA	1.0809181212310255	0.006340990571910073	0.10953226428664464	0.3158526499273664	0.01252262625956843
1642.MS00119	Rice	Rice_knight	soil	NA	1.0779995092342387	-0.020890461585913407	0.05365919934249547	0.3341374228049538	-0.018795073826137897
1642.MS00120	Rice	Rice_knight	soil	NA	1.0446728150444233	-0.044843703662482325	-0.09106594020777123	0.3858111644894541	-0.023799631387463785
1642.MS00121	Rice	Rice_knight	soil	NA	1.0531001298545937	-0.006849031763605398	0.08198963421715857	0.34199625616962764	0.01747146636588744
1642.MS00122	Rice	Rice_knight	soil	NA	1.0826494071337593	-0.05811669189631769	0.0993979396228176	0.2891762994192073	0.00783413363426526
1642.MS00123	Rice	Rice_knight	soil	NA	1.0769724738816822	-0.08357046382549489	0.13155250565924653	0.35854602082520487	-0.11622843904914087
1642.MS00124	Rice	Rice_knight	soil	NA	1.0899359912416495	-0.06596453587617093	0.05961317033892798	0.39043833389268423	-0.09266406568413528
1642.MS00125	Rice	Rice_knight	soil	NA	1.0698783141063437	-0.0236224567318868	-0.05066129385410435	0.43540013230748903	-0.04051219317561272
1642.MS00126	Rice	Rice_knight	soil	NA	1.075409318966134	-0.020958989852131397	0.06068058885295038	0.3818754296640338	-0.008236622314271073
1642.MS00127	Rice	Rice_knight	soil	NA	1.097145730772181	-0.05652231813605656	0.12782922433692168	0.24165183617098385	0.034663098158109105
1642.MS00128	Rice	Rice_knight	soil	NA	1.048106455006953	-0.0184170464028363	0.19994999668171667	0.25670408902311687	-0.06735702562649806
1642.MS00130	Rice	Rice_knight	soil	NA	1.0651262891747348	-0.03161396954086173	0.032281455773295484	0.40215525982726935	-0.07920088350073053
1642.MS00131	Rice	Rice_knight	soil	NA	1.0777491703313293	-0.0610238912945827	0.08578632944116846	0.31575958995135034	-0.053676317457390904
1642.MS00132	Rice	Rice_knight	soil	NA	1.0725865935058212	-0.05140321783744668	0.10830036567467033	0.3304083383427394	-0.06312978363463688
1642.MS00133	Rice	Rice_knight	soil	NA	1.0735572143204901	-0.05152932199438634	0.09162655778848446	0.2925257087281106	-0.03566964677318058
1642.MS00134	Rice	Rice_knight	soil	NA	1.0782802552602244	-0.07033652425215882	0.10013505231166718	0.3445671988402122	-0.07488872851495963
1642.MS00135	Rice	Rice_knight	soil	NA	1.0795307364068494	-0.09482133193277072	0.11185875992377205	0.32999707360664904	-0.09062695972631066
1642.MS00136	Rice	Rice_knight	soil	NA	1.0735164307798692	-0.0754911198318975	0.030580516682469746	0.37702190374630923	-0.03959503029451153
1642.MS00137	Rice	Rice_knight	soil	NA	1.0622412012958198	-0.05881967634612435	0.12133422004257202	0.35867955906041166	-0.08281797197507174
1642.MS00138	Rice	Rice_knight	soil	NA	1.0519357766396535	-0.025362761023744712	0.031231710099348234	0.4211521403782107	-0.0916901609995498
1642.MS00139	Rice	Rice_knight	soil	NA	1.0585667363633204	-0.001943607535387014	0.12117611459443278	0.3074367632416798	-0.08866110753668677
1642.MS00140	Rice	Rice_knight	soil	NA	1.0837380662740874	-0.05971526560256233	0.025169365942778046	0.415084779165576	-0.0738214016552619
1642.MS00141	Rice	Rice_knight	soil	NA	1.0636591453696962	-0.0205299904723643	0.10709815306012542	0.26091082707336477	0.02822239176769661
1642.MS00142	Rice	Rice_knight	soil	NA	1.0673915502815843	-0.07574752192132855	0.07236082029020137	0.34968143546014596	0.0038269768826199205
1642.MS00143	Rice	Rice_knight	soil	NA	0.9953243219575038	-0.09605121002793925	0.2298971518296778	-0.0549834910209525	0.13757235704815574
1642.MS00144	Rice	Rice_knight	soil	NA	1.046850926452979	-0.04461945386857676	0.07417187984408681	0.36868685249816435	-0.030956759736156036
1642.MS00145	Rice	Rice_knight	soil	NA	1.0710272889920456	-0.04741265173926156	0.0935276641896655	0.3251744613718991	-0.0069160856188303635
1642.MS00146	Rice	Rice_knight	soil	NA	1.0637832929321542	-0.02185626123969484	0.1277291965602695	0.35471979063527237	-0.0925124221576457
1642.MS00147	Rice	Rice_knight	soil	NA	1.0885415637552258	-0.061341948833473235	0.11373124375357173	0.33336661819574065	0.01564526104887916
1642.MS00148	Rice	Rice_knight	soil	NA	1.0951899643083352	-0.05585966723469789	0.1225376610209962	0.2877033550320987	-0.029924437504500908
1642.MS00149	Rice	Rice_knight	soil	NA	1.0667159280973935	-0.08784655442605602	0.04391885394745188	0.42706352269046677	-0.026066683874365698
1642.MS00150	Rice	Rice_knight	soil	NA	1.0645978660105515	-0.01976426267285225	0.00642556748097412	0.3955402166891273	-0.05525950498662243
1642.MS00151	Rice	Rice_knight	soil	NA	1.0698246011284491	-0.09453704139935437	0.08643645244140667	0.2585354573596	0.0604401415995802
1642.MS00152	Rice	Rice_knight	soil	NA	1.0629868714252786	-0.062183236937717316	0.0748755918903696	0.3537838474725857	-0.06826505186666369
1642.MS00153	Rice	Rice_knight	soil	NA	1.0554556414511131	-0.059741544575683724	0.12016456717416847	0.2631307293202419	-0.01015223738392404
1642.MS00154	Rice	Rice_knight	soil	NA	1.038349082719902	0.004892513002608654	0.04905691390585877	0.2813112063293033	-0.05886930381894429
1642.MS00155	Rice	Rice_knight	soil	NA	1.0721092851036511	-0.025058236546384536	0.07597320863051954	0.29124300474134496	-0.07893193820090308
1642.MS00156	Rice	Rice_knight	soil	NA	1.0628852072496175	-0.03461991223675804	0.0946375897860825	0.2502327149207563	0.06520053162311161
1642.MS00157	Rice	Rice_knight	soil	NA	1.0712213196973863	-0.0020490887540894178	0.019353259200488533	0.40408906945762424	-0.012156755378828026
1642.MS00158	Rice	Rice_knight	soil	NA	1.0680637868975216	0.0027788594666850056	0.07307103421789406	0.35975258110180225	-0.007460048562171756
1642.MS00159	Rice	Rice_knight	soil	NA	0.8921958727625997	-0.05529020854680459	0.2953026695426517	-0.018242995193907454	-0.011447834987072105
1642.MS00160	Rice	Rice_knight	soil	NA	1.0698056913212621	-0.11052266998155037	0.007666679588932703	0.3502572442725887	-0.016248869774736302
1642.MS00161	Rice	Rice_knight	soil	NA	1.0770998836603425	-0.08531320651823551	0.06913395646679588	0.33715621197808937	-0.03161952875562126
1642.MS00162	Rice	Rice_knight	soil	NA	1.063110938519479	-0.08449865697571324	0.06903224067994741	0.3500948960857175	-0.03783404581707605
1642.MS00163	Rice	Rice_knight	soil	NA	1.0982577397069087	-0.08709410834028139	0.043633552660855154	0.347445176654933	-0.021272934358047172
1642.MS00164	Rice	Rice_knight	soil	NA	1.0823293976742776	-0.03483528074082571	0.1427562563781439	0.2441812955501097	-0.02860392016067098
1642.MS00165	Rice	Rice_knight	soil	NA	1.0975245242108598	-0.08073177346784102	0.09350130297678938	0.35576351152301916	-0.04825774885070938
1642.MS00166	Rice	Rice_knight	soil	NA	1.072117004727296	-0.11584541947831692	0.11934312452779527	0.34851299700424765	-0.12593094576877673
1642.MS00167	Rice	Rice_knight	soil	NA	1.043666698500451	-0.015559416582973011	0.033806141232139514	0.38799821767225795	-0.11223367624422807
1642.MS00168	Rice	Rice_knight	soil	NA	1.0598369325970247	-0.05864336952837399	0.05557333903306471	0.37532179440987173	-0.1197639819498872
1642.MS00169	Rice	Rice_knight	soil	NA	1.0882215934032717	-0.0871283015764399	0.05142104224909163	0.4181161387882493	-0.1080460869533635
1642.MS00170	Rice	Rice_knight	soil	NA	1.0594619577259334	-0.04167053061382623	0.10732427168810052	0.29769427043543123	-0.11872554624199695
1642.MS00171	Rice	Rice_knight	soil	NA	1.0750595484711654	-0.11055989673533646	-0.07259807532840386	0.46165108517174774	-0.10861900019813374
1642.MS00172	Rice	Rice_knight	soil	NA	1.0897026287558034	-0.10222252258217264	0.03670222439273274	0.4154611711779515	-0.1053906462447237
1642.MS00173	Rice	Rice_knight	soil	NA	1.0677957221290646	-0.08516023471450654	0.13660615291620284	0.2815591137576123	-0.09265621217994789
1642.MS00174	Rice	Rice_knight	soil	NA	1.0697474753709204	-0.02032391482301381	0.039422283243097704	0.3539711606200135	-0.04241369086561098
1642.MS00175	Rice	Rice_knight	soil	NA	1.063050850355983	-0.04393909201787282	-0.006018559225523268	0.37915480869221974	-0.038414486141299616
1642.MS00176	Rice	Rice_knight	soil	NA	1.0365128624817352	-0.11559535560467518	-0.08865761626553598	0.43384205524136793	-0.13327063421371677
1642.MS00177	Rice	Rice_knight	soil	NA	1.0640379288247745	-0.03245384907933777	0.08589927997994345	0.25471433336471144	-0.09973118073440126
